"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.77505,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.90405,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.06898,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.43996,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.10717,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.05383,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.66093,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.9025,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.84801,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.67088,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.51537,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.5174,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.67857,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.97367,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.4552,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.9115,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.0886,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.9687,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.7342,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.4649,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2322,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0868,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0881,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.3562,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.9138,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.4805,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.7133,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.6086,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.3944,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.229,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.1335,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.3293,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.739,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.1667,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.4191,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.4722,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.3441,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.0102,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.7665,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.6093,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.385,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.0416,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.8368,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7126,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.7029,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.7608,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8154,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8233,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.6824,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.5215,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.419,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.2975,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.1832,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.171,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.3666,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.8048,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.2701,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4987,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5739,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.6343,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.6741,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.7011,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.7443,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.7793,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.8108,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.9155,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.8822,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.7329,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-02",97.9017,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.1109,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.44721,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.7594,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.87074,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.77024,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-08",98.29153,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.50703,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-10",96.78713,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-11",96.41013,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2010-12",96.4012,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-01",96.65765,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-02",97.22356,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-03",97.83761,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-04",97.96837,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-05",97.97616,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.80773,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.61765,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-08",97.62917,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.79288,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.0409,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.84355,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.34558,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.25594,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.61185,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.1061,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.31846,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.39604,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.47735,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.74055,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.79081,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.51577,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.38482,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.49366,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.58336,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.7845,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.71645,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.58667,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.47569,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.57876,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.85536,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.094,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.53046,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.1478,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7431,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.2892,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.829,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",102.0823,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",102.1376,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",102.0722,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.9112,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.6092,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.5601,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.9073,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",102.2703,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",102.6286,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",102.8607,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",103.1547,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",103.4969,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",103.671,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",103.7411,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",103.7799,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",103.8539,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",103.9296,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",103.8965,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",103.7298,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",103.6629,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",103.7948,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",104.0734,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",104.3592,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",104.4821,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",104.3475,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",104.0649,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",103.7051,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",103.5545,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",103.5242,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",103.3987,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",103.1036,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",102.9714,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",102.8612,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",102.7811,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.7184,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.7336,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.7997,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.8702,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.9818,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",103.0991,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",103.1714,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",103.2669,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",103.4304,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",103.5739,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",103.621,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.6144,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",103.5716,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.5608,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",103.6047,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",103.6764,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",103.7538,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",103.7763,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.7484,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.6475,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.634,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.03188,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.89275,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.94521,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.95706,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.81605,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.37563,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-08",98.11818,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-09",98.17135,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.51811,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.91983,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.97295,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.79903,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.51688,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.39288,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.411,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.53932,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.64065,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.55782,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.36832,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.39599,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.56979,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.94205,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.25359,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.98862,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.4635,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-03",97.71513,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-04",96.83627,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-05",96.43904,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-06",96.08942,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-07",95.8198,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-08",95.33952,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-09",94.75536,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-10",94.90944,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-11",95.42394,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.06596,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.70765,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.11138,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.3798,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.19605,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",96.481,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",96.09905,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",96.24741,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",96.62446,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",96.75597,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",96.54373,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",96.41879,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",96.50943,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",96.78989,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.03712,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",97.38107,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.91492,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.68356,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.41065,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0591,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.4838,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.9694,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.023,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.5971,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.3677,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4763,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.7107,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.1567,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.7256,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.1836,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.4845,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.5725,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.9123,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.9058,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.5218,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.0659,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.5907,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.9013,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.3626,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1645,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2676,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.411,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6506,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.9779,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.2231,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.4632,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.7534,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.0293,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.2913,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.6135,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.6445,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.7327,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",103.017,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",103.2443,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",103.3864,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",103.4131,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",103.4346,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",103.675,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",104.1184,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",104.4825,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",104.7001,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",104.8404,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",104.8672,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",104.8552,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.8676,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",104.7786,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",104.5693,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",104.156,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",103.5755,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.68055,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.07935,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.50971,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.74998,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.0994,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.7271,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.2932,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.7296,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.0844,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.3504,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.4025,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.3491,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.2883,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.2592,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-04",102.273,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-05",102.3132,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-06",102.2334,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.8786,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-08",101.2823,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-09",100.816,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-10",100.5822,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-11",100.5731,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2011-12",100.6987,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-01",100.8548,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-02",100.8996,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.8945,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.8678,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.8499,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.6498,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.2696,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.85506,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.59184,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.50361,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.49532,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.58813,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.79565,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.0018,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.164,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2833,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3886,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.4908,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.5361,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.4949,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.4481,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.4669,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.5721,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.6856,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.8331,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.0164,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2709,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.4972,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.6463,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.6114,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.4303,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.1447,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.9221,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.814,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.7721,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.816,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.9425,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1111,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.3234,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.4391,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.4483,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.3703,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.2005,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.9589,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.6548,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4253,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.3117,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.2391,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.145,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.0956,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1457,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2996,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.4906,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6324,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.6626,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.6364,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.622,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.6689,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.7633,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8399,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.8783,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8996,
